1000
-2969 -2701 -500 -456 -2610 -4346 3409 -4378 -814 -1461 3540 -2059 -4875 4873 1541 -4442 -2177 4652 184 -1907 1054 4109 -4284 3622 -595 2733 4240 1366 -1498 -2244 1831 -1771 1483 -1858 -3510 2621 -1876 -3019 -4897 -397 801 1897 3527 -3682 -3962 -1720 1485 1468 -1957 -3776 2729 4569 -3322 -2590 4138 -4425 -3242 -587 -3476 3752 3557 -3815 4216 3367 952 -2609 1205 -215 -2739 -3507 -3618 -1376 -2415 3450 3018 -3232 125 -2916 4446 -2348 4706 -172 3310 722 -3615 -1670 -2817 3692 2455 -907 2118 162 3510 1143 -4536 -3471 4610 -3170 -1898 928 -122 442 3250 -3963 -1180 2397 -1042 -4244 626 -829 -793 892 -3119 -4094 3851 -2228 -4202 -940 -4423 -1317 3618 1729 4101 -855 -1022 2783 -3131 -2818 4969 1452 -4469 3246 3838 3551 805 -469 1490 -1768 2828 4266 -456 -3596 -4152 889 3382 -4605 -2062 983 -2248 -4049 2582 4156 1547 860 586 -2347 4590 2458 -238 -1966 4284 -1751 -4330 2396 3382 4451 -1917 -10 1313 -4761 -2880 -2195 3437 2255 1416 -596 -3238 -1262 1749 3553 3034 -3395 -3843 2542 -2398 2719 229 -1716 4266 -2006 -4290 699 660 3720 1520 -3593 4064 -644 1964 3713 -1922 -1810 4027 -3654 -27 1267 2633 -3124 -396 698 -2718 440 -1754 3332 3422 1205 -4596 44 -4667 -1724 727 1592 1636 -1 -528 -4930 3349 -4237 -644 2343 -4403 4647 3516 1409 4101 1926 1976 -451 -2815 -4255 2789 -558 -4341 -2336 -4339 -848 -2512 -1723 3148 3155 2375 3854 -3622 -592 -4389 -3727 -203 3423 2835 -2840 -4015 3349 -4355 -3040 -576 -28 -3991 2262 -4536 750 -875 2157 4776 2497 -4882 -4388 -3133 -1510 -4164 2304 130 -3638 1093 -2690 -3782 4103 1581 3285 -1358 -1628 -949 3968 1034 2969 -508 -4008 -1110 -2761 -4077 2358 1411 4677 -4871 -1175 -505 -2099 1829 -4350 -2696 2253 4217 -1597 109 2262 3510 -1015 -2954 1764 -1148 -60 677 1382 -3730 2261 1424 -1715 -2233 -3184 4282 2999 -3353 -3474 -4358 -3937 -1051 2656 -2609 -1312 2986 2848 -1959 -4577 1317 -1055 -4260 2598 511 -4841 -3608 -3835 4541 1305 -3936 3370 -1984 -122 2863 -1489 -4722 205 720 -1470 -1553 1650 1967 3677 4325 -4099 1928 -1677 2604 -527 -4730 -3503 942 -4525 -2756 1276 -4072 2877 4805 4148 1898 -85 -3176 3612 -2226 706 266 3868 3114 -335 -4973 3218 -2930 3529 877 -3055 -552 -4364 -2647 -179 -4679 -3306 -4914 4199 -3448 1459 -4216 -1851 559 3146 -2227 -2754 2591 -3798 -2261 60 4618 -3187 -4511 -2000 4807 -21 -4005 2448 1952 -3115 2567 -1102 -2678 -1242 -934 1953 -4901 -4108 -4427 2923 -3552 2616 4582 -809 2099 8 2775 49 1404 399 1381 3617 -779 -3919 -1824 -4800 -1044 2069 2203 2057 273 -3259 2957 -271 833 3518 1012 -322 1201 -3887 1328 2705 1741 3730 -3545 352 -3553 64 -4196 -3954 3964 -2694 -1594 1344 1782 -3511 -1648 4451 -1732 4197 666 -223 -4346 -4524 -4903 -4754 -859 -3389 -209 -4080 1094 -3283 -1459 -4741 184 2495 772 4343 -2591 -3996 1287 -3818 1457 1716 -796 -830 -1973 -3649 -4486 -4332 -4988 2101 4945 -2475 -731 3666 2996 -3055 -2022 3546 -591 972 1171 -4579 -1344 -1793 4829 -3029 -2382 2857 3577 691 -4981 -3319 4369 4762 2977 -925 -4176 3889 -3297 -1856 2003 2537 -37 1298 -1166 2607 1146 2826 178 2615 1031 -2918 1464 -796 953 3352 -1988 -2843 1846 831 -2358 3568 686 2623 -2479 3067 1284 680 4565 1745 2379 3219 537 3383 -3622 717 871 1299 4013 4599 2619 -2253 76 1905 67 -3674 2140 4845 -781 3818 -1414 3282 651 -1939 -381 2738 2773 3304 3290 2536 4885 1273 -4142 -3623 4050 -157 3974 1663 1415 -3061 4701 -4974 3943 4491 -2846 1473 3323 1435 3339 -3994 528 -3471 -113 2170 -4797 -471 4479 4951 3190 1158 -4518 2826 2657 -4662 -2314 112 3932 2524 -2866 310 -1313 -221 4348 3595 -4472 590 1382 4651 -2656 3204 1088 3536 -2771 -1649 -1143 1573 4881 -2532 -3389 -1567 -2158 -4315 -3332 1421 3981 -4474 2026 -1388 1823 -1203 -198 -611 -2513 3054 256 -1412 338 4763 1252 -384 4895 4099 2447 -2078 366 -330 -15 -1405 2426 -4911 -2469 1614 -1099 -3257 -772 4101 4516 3852 694 3667 1660 -3901 2392 2853 -4885 -1674 -3577 799 3264 -1605 1461 -4386 -1937 4304 3450 1660 4946 -4150 4482 884 -1325 2483 4359 3592 -2544 1180 570 -1946 4153 -3736 -4599 789 -163 1911 -2346 3153 4655 -2776 -2666 2475 4570 2641 1292 -4266 -4511 2352 2499 -3238 -4002 3992 -2254 785 -1820 375 -1701 -4429 340 -4460 -125 -12 1556 2695 1772 457 -1172 -687 404 -3062 -2673 -4082 1886 -3780 2595 -2794 -4849 4883 -2757 -166 3780 -3532 2325 -3521 -424 697 2016 692 1331 -3327 514 262 -3901 -4945 2027 2392 82 4283 4945 -3573 -2599 4326 4098 4041 -1829 -4130 3985 -4047 -4524 -2107 -2267 4746 -4227 410 1499 -1611 3185 3182 -3337 4656 -2588 4226 -1557 2918 2410 1308 2599 1931 1214 -2978 4992 -4371 1817 -1309 -3378 1881 -1716 -1539 -2047 -4834 4887 -913 -2191 3944 -2155 -1936 -1893 -207 -2488 4020 2177 -2879 3904 3694 1848 86 -641 3535 4162 1540 3556 -3545 466 3500 -2790 -1470 2276 3691 -3373 3016 -1641 650 -1354 -1808 1792 4462 1097 2372 -4516 106 386 520 -1482 -1443 -3050 -3217 1620 97 4748 4480 4845 -2031 3542 3431 -4223 1241 -1637 3868 -3184 -1318 -2700 235 -4896 3639 -2320 2114 1931 -3999 1357 1511 2584 -1394 3106 -3059 -440 307 4860 -2553 3374 -4212 -101 -2880 484 -415 -3221 947 872 2027 559 1284 1562 -1724 1074 389 -1323 3449 4137 2074 340 -2249 -2812 121 -947 4570 3831 4068 -1882 1774 4138 3485 -1604 2861 1328 2240 -385 -3258 4477 -2043 -1163 3506 -3180 -98 -2359 -3576 -135 -891 2846 -4499 481 4136 -2297 3724 2346 -2774 2410 1297 395 342 -656 2551 -4404 -854 -4064 3697 2548 -1694 3266 4163 -3285 1002 -2147 -2396 91
411 573
629 755
726 912
501 980
663 962
497 841
827 997
178 212
275 402
199 379
364 918
464 806
44 300
760 898
956 958
528 596
482 775
665 673
200 633
182 667
204 950
458 972
18 880
66 381
458 483
264 526
173 716
50 853
531 803
303 714
511 692
118 666
167 713
250 514
403 499
309 719
253 868
571 740
574 633
192 554
160 636
121 136
457 625
524 630
285 986
486 530
22 491
483 835
404 660
342 950
665 764
806 894
183 545
107 962
215 718
222 994
46 992
414 550
397 965
508 869
693 962
19 940
284 823
24 803
858 970
281 908
242 319
379 724
245 548
232 454
300 426
451 501
299 300
22 103
234 749
622 685
76 97
406 671
97 250
707 822
771 889
557 864
140 896
812 883
244 996
20 816
511 575
262 951
318 328
641 944
134 495
