52

4 5 0
4 -5 0
-4 0 25

-2.5 7.86 -50
-2.5 -9.55 -50
3.5 0 -50

-2.5 7.86 -49
-2.5 -9.55 -49
3.5 0 -49

-2.5 7.86 -48
-2.5 -9.55 -48
3.5 0 -48

-2.5 7.86 -47
-2.5 -9.55 -47
3.5 0 -47

-2.5 7.86 -46
-2.5 -9.55 -46
3.5 0 -46

-2.5 7.86 -45
-2.5 -9.55 -45
3.5 0 -45

-2.5 7.86 -44
-2.5 -9.55 -44
3.5 0 -44

-2.5 7.86 -43
-2.5 -9.55 -43
3.5 0 -43

-2.5 7.86 -42
-2.5 -9.55 -42
3.5 0 -42

-2.5 7.86 -41
-2.5 -9.55 -41
3.5 0 -41

-2.5 7.86 -40
-2.5 -9.55 -40
3.5 0 -40

-2.5 7.86 -39
-2.5 -9.55 -39
3.5 0 -39

-2.5 7.86 -38
-2.5 -9.55 -38
3.5 0 -38

-2.5 7.86 -37
-2.5 -9.55 -37
3.5 0 -37

-2.5 7.86 -36
-2.5 -9.55 -36
3.5 0 -36

-2.5 7.86 -35
-2.5 -9.55 -35
3.5 0 -35

-2.5 7.86 -34
-2.5 -9.55 -34
3.5 0 -34

-2.5 7.86 -33
-2.5 -9.55 -33
3.5 0 -33

-2.5 7.86 -32
-2.5 -9.55 -32
3.5 0 -32

-2.5 7.86 -31
-2.5 -9.55 -31
3.5 0 -31

-2.5 7.86 -30
-2.5 -9.55 -30
3.5 0 -30

-2.5 7.86 -29
-2.5 -9.55 -29
3.5 0 -29

-2.5 7.86 -28
-2.5 -9.55 -28
3.5 0 -28

-2.5 7.86 -27
-2.5 -9.55 -27
3.5 0 -27

-2.5 7.86 -26
-2.5 -9.55 -26
3.5 0 -26

-2.5 7.86 -25
-2.5 -9.55 -25
3.5 0 -25

-2.5 7.86 -24
-2.5 -9.55 -24
3.5 0 -24

-2.5 7.86 -23
-2.5 -9.55 -23
3.5 0 -23

-2.5 7.86 -22
-2.5 -9.55 -22
3.5 0 -22

-2.5 7.86 -21
-2.5 -9.55 -21
3.5 0 -21

-2.5 7.86 -20
-2.5 -9.55 -20
3.5 0 -20

-2.5 7.86 -19
-2.5 -9.55 -19
3.5 0 -19

-2.5 7.86 -18
-2.5 -9.55 -18
3.5 0 -18

-2.5 7.86 -17
-2.5 -9.55 -17
3.5 0 -17

-2.5 7.86 -16
-2.5 -9.55 -16
3.5 0 -16

-2.5 7.86 -15
-2.5 -9.55 -15
3.5 0 -15

-2.5 7.86 -14
-2.5 -9.55 -14
3.5 0 -14

-2.5 7.86 -13
-2.5 -9.55 -13
3.5 0 -13

-2.5 7.86 -12
-2.5 -9.55 -12
3.5 0 -12

-2.5 7.86 -11
-2.5 -9.55 -11
3.5 0 -11

-2.5 7.86 -10
-2.5 -9.55 -10
3.5 0 -10

-2.5 7.86 -9
-2.5 -9.55 -9
3.5 0 -9

-2.5 7.86 -8
-2.5 -9.55 -8
3.5 0 -8

-2.5 7.86 -7
-2.5 -9.55 -7
3.5 0 -7

-2.5 7.86 -6
-2.5 -9.55 -6
3.5 0 -6

-2.5 7.86 -5
-2.5 -9.55 -5
3.5 0 -5

-2.5 7.86 -4
-2.5 -9.55 -4
3.5 0 -4

-2.5 7.86 -3
-2.5 -9.55 -3
3.5 0 -3

-2.5 7.86 -2
-2.5 -9.55 -2
3.5 0 -2

-2.5 7.86 -1
-2.5 -9.55 -1
3.5 0 -1

-2.5 7.86 1
-2.5 -9.55 1
3.5 0 1
