1000
739 -520 897
-849 -130 240
65 -407 -801
-699 851 831
-860 -812 19
594 -232 -224
-133 -333 -576
906 -742 557
-12 -19 315
-24 650 -553
677 -346 823
-718 407 889
42 886 -402
910 410 -145
-218 -51 798
-328 962 201
-226 84 192
-124 -880 -972
453 -191 616
541 499 -979
118 541 20
-132 90 -590
-682 -425 -222
806 666 608
-712 1000 -761
-326 646 562
-755 772 135
336 -223 928
540 188 226
342 222 337
290 -107 -381
-710 136 131
703 -742 931
354 -595 -100
-950 -673 469
443 875 653
482 559 -821
544 -772 795
534 -971 410
-82 -126 941
819 -945 458
483 -117 -492
126 940 245
-88 -156 999
550 -765 -80
-803 -104 -59
-429 -565 500
-647 -14 -989
188 -712 596
69 -940 -283
-890 514 45
-963 250 -852
-466 -483 807
219 -262 -336
-578 537 798
683 54 -208
-285 -438 -722
696 85 770
-708 -941 -899
408 178 243
689 651 1000
-686 -184 -102
-920 -430 926
-119 -895 -933
-18 539 543
671 -513 -704
-296 -2 529
-119 917 -810
-332 -774 -639
741 885 8
-1000 463 -302
-390 471 -13
-784 -915 -653
779 262 743
375 -860 -263
206 -318 220
-17 -733 202
921 573 -449
660 756 -486
-125 -685 -296
-106 174 45
367 -312 408
651 -533 -280
17 -144 -59
-103 82 -545
667 -884 125
853 -620 526
-915 367 391
401 117 -922
806 -856 914
-245 -140 690
-116 402 150
-16 -418 -68
221 -446 -18
436 -987 376
-360 -418 249
959 112 -18
140 956 -218
413 422 915
-22 829 -208
749 685 -695
200 655 274
138 -543 312
-23 -715 692
-695 162 -897
230 355 471
605 -725 157
588 302 845
72 782 -998
322 -83 -894
-253 -922 -242
938 115 767
60 -614 633
637 -658 -363
-903 546 -760
35 325 -23
-299 -378 179
-150 -420 666
509 -446 -673
-909 968 841
206 -926 -674
-406 401 -213
-675 449 241
-211 -259 -721
56 478 -484
-344 -568 986
782 633 -54
-621 -455 655
123 8 724
176 535 42
979 -660 69
496 -75 979
393 913 563
654 -910 430
674 29 -738
420 -135 -784
-681 -963 -864
-993 440 632
863 997 -204
979 -434 -743
370 424 363
31 -811 -849
587 482 -838
-7 -593 486
-474 232 985
780 -551 75
135 751 -335
-631 -146 -593
-314 -134 101
-298 934 629
924 559 230
114 -868 13
210 -566 -928
896 -710 -226
-306 -709 -231
-480 356 -495
11 -756 -236
-159 158 810
-825 -925 595
-587 60 -386
232 -962 354
982 -588 -55
-887 -963 597
951 107 625
707 -511 -721
68 26 68
-221 -162 407
166 -835 956
-52 583 892
-112 908 924
655 -59 -3
13 -53 377
700 3 -32
684 927 -22
856 197 -341
975 -755 -663
-496 -985 -421
552 662 -315
62 582 17
-147 -606 352
-56 -871 826
87 378 -197
990 910 752
453 -366 -75
963 473 272
669 668 -175
-166 620 816
2 -922 510
94 -865 -819
-329 -552 239
643 223 934
956 938 -126
-385 -583 477
392 -215 722
-9 923 484
446 -662 529
-979 137 832
-382 652 -786
-523 -647 649
215 -608 -622
-576 -85 -365
659 -662 -831
5 -693 -180
-996 -721 -757
300 -160 -876
717 -127 -647
524 894 897
-44 79 444
368 -509 29
-1 618 -621
283 -783 -388
171 644 399
-494 -179 -413
-372 500 295
-236 -446 -924
978 303 261
-957 331 -693
363 -222 -63
-802 -723 877
926 -16 339
468 -297 -574
-891 -442 806
333 -926 -978
367 364 -172
737 -766 612
898 852 926
317 -263 -909
-726 712 -972
-224 373 795
982 -247 -815
-9 762 -968
-812 -940 427
-913 220 317
350 -957 -64
-33 240 -446
-127 906 392
465 668 -622
-625 -305 -376
-707 -641 778
752 201 -815
-165 -239 -683
218 652 812
-209 -285 -374
327 621 946
307 -981 936
167 991 -58
-148 -685 -256
294 -19 -74
13 144 472
848 835 -114
-125 741 399
164 415 977
191 -930 -836
-3 264 680
475 -905 412
901 255 -302
686 -133 -664
307 -911 739
-437 474 -564
172 675 -600
163 42 -770
-778 -816 837
-265 425 -418
-926 -11 -364
-296 -906 -727
765 -744 -906
-457 -851 713
970 -352 -447
-952 740 307
634 22 811
69 380 -330
144 813 -454
-613 -922 820
492 24 635
830 527 149
-272 748 -415
729 -410 -841
-249 638 605
-835 220 211
-671 -354 -287
-788 -727 381
294 -190 348
-144 23 1
849 118 -518
115 -694 -656
-269 208 331
-315 625 361
86 650 -750
-300 575 344
-746 -125 171
-764 -683 -305
-805 -360 -76
859 885 -186
-176 -971 678
872 -219 -161
-930 854 -566
-841 -675 -448
585 -49 821
-658 494 122
-481 567 431
-909 79 931
-590 722 921
96 -3 -843
135 507 689
-637 -933 841
-418 541 -161
-249 20 -608
-932 -969 605
-93 577 749
-343 -469 814
852 -237 -523
-26 -405 -40
-707 -648 133
-776 -546 767
-745 -201 -366
407 -977 739
-244 -391 621
-43 -296 -41
759 110 -445
-200 796 -983
-746 -464 -810
-662 203 -339
-217 -759 -952
-625 -503 347
622 -136 281
-507 -662 707
-55 310 -339
503 116 538
59 -768 104
315 46 299
-55 -21 559
596 -215 699
335 820 -471
696 -822 -536
190 -614 68
729 -236 -952
308 452 -543
-656 -373 182
-183 347 795
81 40 -744
354 920 588
-261 470 -839
-130 967 -240
201 -43 -562
879 430 873
260 -523 -956
-96 858 862
53 -285 430
681 474 -276
623 -450 -39
-587 -351 -468
-333 -803 -596
-324 973 -4
-12 35 576
-731 107 18
511 109 716
-619 -820 16
127 119 -230
657 -134 278
380 -225 -816
-904 306 71
-373 -513 932
7 227 986
381 713 -608
345 307 211
823 -58 -789
626 513 727
-363 768 616
-975 260 831
-302 -958 539
-57 525 -296
398 954 271
531 -911 150
-816 -40 -475
98 -373 -524
-293 241 -184
-547 224 962
-313 -210 775
-472 -906 471
-698 905 574
66 657 988
9 -119 -386
-998 -75 584
111 -27 655
-70 -985 -504
-116 -261 397
187 -858 937
888 651 353
149 929 470
414 -639 -667
838 -998 743
-144 -441 536
-907 875 -763
-420 315 830
959 284 18
-983 -234 773
-523 -873 -917
-480 607 28
-191 -193 -346
791 810 875
-597 -487 -599
-170 259 142
885 -394 -111
757 -747 -66
-735 -578 117
-352 -698 112
-160 -840 701
-675 691 -679
101 -765 330
280 -155 59
816 -273 -551
-521 501 627
-677 703 478
262 34 720
-775 266 633
-159 -951 165
474 53 -715
-636 -615 382
104 617 -961
-764 -640 -702
-480 -69 -836
-528 -208 589
-347 -389 -998
306 591 120
246 -839 -655
718 -879 260
-341 -700 -114
-623 -677 711
-536 663 -187
987 -254 395
782 914 196
137 -192 1000
898 444 790
-550 661 -921
435 -839 849
981 -221 -116
268 859 68
367 782 784
147 80 -518
-53 330 -987
182 910 90
273 940 666
649 199 738
142 863 689
475 879 37
531 809 356
-622 56 -383
-242 -940 510
80 -358 691
-894 -997 -678
285 327 50
287 438 108
661 -870 -171
-464 410 -862
-75 642 -399
428 42 61
-507 351 297
-513 857 -167
-192 -272 172
310 -230 102
301 184 81
742 299 -181
-595 976 574
789 853 840
-22 -317 -98
178 121 -442
-823 905 -980
870 -782 -108
953 169 165
-173 587 761
-565 -824 -386
980 -935 80
-659 733 636
311 747 -31
-476 -623 258
718 372 469
892 -762 -844
-579 -195 7
98 269 71
-62 770 61
-853 849 -910
-137 943 -752
499 -634 571
-131 -999 598
-29 -942 824
874 888 322
-311 395 -805
522 -214 -490
303 462 375
265 -909 665
-583 -416 -164
128 519 -362
-728 677 -994
-251 69 666
-390 438 707
-983 464 -816
685 -276 379
-125 752 -437
95 567 -533
481 -937 -472
174 -396 368
576 -623 -764
467 -708 -949
-584 525 -819
341 613 170
509 917 -539
-237 55 -134
-314 -292 -130
140 117 806
775 573 268
-189 654 -368
740 -199 -151
766 -178 -114
517 668 500
2 -589 -550
505 626 -561
-886 975 -724
189 569 811
-347 223 112
-712 -398 -755
14 -382 -579
171 792 244
-157 -939 -784
827 531 -942
304 -97 558
399 112 655
-563 -31 -349
551 769 860
565 -588 856
-854 -950 328
-38 271 -579
258 489 -505
-432 -107 -42
104 299 -673
-485 -330 183
56 22 601
-227 255 -738
246 61 996
223 922 902
88 630 426
452 356 652
871 504 639
600 371 384
808 442 812
121 141 940
-854 638 -521
-123 774 -792
-44 156 -422
203 638 545
-395 -882 -865
130 579 134
164 793 362
453 -149 -997
987 -858 -168
276 -435 -38
217 156 946
349 -634 -952
588 627 -165
-667 695 981
942 -387 -643
882 -929 -308
-615 767 593
902 -560 304
-566 644 287
-891 -25 927
728 -188 -742
-540 18 786
-1 998 371
-803 -319 -878
717 -749 -404
-937 -407 781
695 -506 537
302 207 -401
290 -893 874
-678 567 11
846 -324 285
241 -49 -373
-2 -353 133
-881 377 23
-919 899 -648
105 743 -274
-699 938 811
264 778 788
-99 -427 85
473 -687 -909
30 -408 985
801 456 -367
-929 403 -279
-872 78 578
-53 811 301
-428 844 141
867 -563 745
316 665 346
835 807 -214
-269 449 -952
926 -226 602
905 80 10
-621 -74 -147
-274 -322 259
-845 -600 -122
-567 875 288
-899 -671 -176
677 689 917
-457 18 452
358 102 901
-623 866 503
-583 -841 -136
554 946 300
322 -872 828
-142 -920 978
2 23 797
691 4 486
-779 734 -737
880 -337 48
486 -422 498
960 -349 -961
-488 516 -389
343 -768 613
373 147 714
-37 -776 -605
-746 407 330
-180 164 -483
238 -480 -625
494 952 -809
747 958 -217
752 -235 -417
-319 102 11
522 -679 -764
405 767 -648
267 42 768
910 678 77
545 -515 -704
-822 38 103
-324 -532 -535
75 578 581
-379 283 920
-278 -321 -159
-385 548 -220
-396 230 -623
-940 -401 -800
273 51 -953
-630 -483 -876
-413 355 746
634 -879 513
-190 798 188
-934 360 684
-57 -486 -234
927 -423 156
-428 164 34
246 -683 -757
-232 -921 -328
784 -716 811
203 -252 -607
-206 -141 -650
-994 -158 -673
801 122 622
-159 515 258
651 20 45
269 -376 90
-435 -157 -893
902 224 624
-336 -914 803
-151 648 975
826 787 -77
976 330 16
-72 264 -625
351 -929 -656
-846 377 -850
-675 -719 -73
-245 -408 -946
903 10 -367
154 -628 918
571 981 -923
346 657 -913
794 229 -993
613 -105 771
-311 560 295
-712 -34 -790
-125 517 -442
-109 691 339
36 284 370
135 -76 772
-960 -191 38
-395 -34 726
-19 227 437
972 -604 -294
-626 -938 -151
-66 -130 -951
719 347 449
915 403 -597
-489 677 -459
-676 28 697
-891 -342 -503
329 -641 -104
-216 -860 116
233 -452 825
-345 241 -555
-960 -199 -223
-672 -954 299
-727 -490 113
767 -556 -108
-478 -820 796
18 902 90
-921 531 91
795 142 -64
-587 -972 -269
456 314 -116
-953 977 -55
343 532 883
144 -918 753
-271 437 410
317 -142 -952
168 -754 -702
738 4 -372
-701 116 560
911 271 493
74 -925 299
-126 849 -177
107 810 -824
447 833 -922
353 -512 36
680 141 -646
-565 -957 656
-409 -469 494
467 217 -895
-605 906 -935
-205 -450 493
-222 501 -844
-765 -765 -533
391 -253 405
-48 71 -144
-41 -183 -792
-548 -672 -621
-704 401 -727
556 94 -135
-669 522 479
402 38 -96
711 533 -573
961 559 235
384 -641 -588
985 -716 -275
-643 -428 185
-684 -567 -248
895 -151 -228
784 574 -320
40 44 450
-396 -901 415
257 -909 252
595 974 250
-862 -619 -743
-612 458 -111
714 -60 -949
-518 384 -432
52 -362 18
-917 725 714
423 740 -158
900 -451 -648
-864 611 128
-726 765 653
127 511 627
646 211 729
741 318 -928
-610 622 -28
-742 972 736
-165 569 837
-577 -274 -335
726 71 983
161 122 -215
702 71 -355
-651 232 252
-721 -134 913
956 -564 639
141 -594 327
868 246 931
73 766 -225
-32 380 490
17 -615 -38
390 -792 -853
776 301 921
110 -954 -367
-341 -423 33
810 697 -528
-975 281 420
-694 -573 -660
-803 -379 355
991 141 -118
-377 952 894
-988 -502 -62
-619 637 54
882 550 -228
484 513 -105
120 -477 -87
315 710 -869
-199 -227 -746
-486 -479 -248
-216 -790 -653
-912 362 900
-904 823 149
351 -300 -690
534 482 195
357 722 -957
-772 -207 -570
98 -243 741
708 -486 915
-324 -193 673
-37 -458 607
-288 -641 31
710 -301 883
896 -572 -915
698 912 826
783 -951 484
720 -918 -736
-717 -452 97
625 -429 -804
70 885 995
-574 772 -330
848 631 -332
-436 31 -422
794 -431 142
-982 -118 439
916 -183 531
-680 808 226
-256 -23 -444
649 -556 -706
-589 807 954
-128 -528 657
-45 458 482
750 -706 -139
128 -956 941
887 -491 346
-957 -795 -393
16 640 24
-575 571 641
-926 289 226
-711 470 858
-855 479 595
935 806 -423
913 303 -470
-468 -805 -881
692 792 902
560 990 -809
99 -664 651
-575 -274 665
596 -391 -359
-163 242 -729
-644 642 -254
661 -867 190
948 -364 133
795 -258 591
-120 -525 -800
-675 -423 918
517 -191 -860
-219 416 -771
-329 994 414
75 438 294
-982 -514 629
-896 -685 -373
-94 -378 309
998 95 -113
-98 760 -219
264 -71 672
358 -104 274
190 565 233
976 -42 213
-632 70 -366
578 103 859
-882 332 -983
766 -805 1
-185 -877 -376
-195 -872 477
-562 987 -19
602 153 -487
-734 895 794
545 733 -434
620 822 -845
542 632 199
-27 -647 623
428 176 -231
-719 -239 555
-786 768 -678
-240 628 -800
-293 572 94
768 -726 -580
87 945 892
-446 -797 806
-271 -305 -513
-421 -69 568
-836 -768 621
885 -218 -402
-923 509 -329
-668 -580 711
376 -56 394
386 -193 95
712 -937 -69
928 202 772
247 383 -290
-432 164 -511
-624 -931 -496
49 -298 595
-490 -580 150
-875 62 -177
533 149 -553
-443 369 -132
-690 -581 897
522 542 -449
145 163 684
-890 -792 -588
690 -882 -827
427 -819 -570
-885 173 -972
-567 110 141
260 403 49
-544 6 252
-46 -202 -522
155 -567 -291
453 662 625
-609 -41 -58
-915 -505 574
177 -953 460
-297 -342 894
257 553 -171
-683 -381 723
755 951 -23
-493 915 567
-688 152 958
811 61 442
-601 724 677
-571 -140 -156
647 963 -1000
578 273 -784
-283 148 -669
-227 503 -197
290 -368 590
-250 -332 977
768 226 -702
-350 -228 -820
968 -767 890
-894 -507 -12
198 -673 452
49 -640 730
-858 61 -296
-790 245 -79
-141 969 379
-243 214 450
137 258 -287
917 -756 -37
-69 -735 341
173 -842 555
-827 858 -263
439 548 -529
883 819 -280
376 -898 333
382 124 -858
719 -675 619
395 -515 114
12 -529 7
-404 -707 167
-789 -952 338
-130 883 279
-268 -686 -180
335 777 815
-584 904 -149
501 100 95
706 473 765
-253 620 527
-956 654 -281
-949 625 739
900 440 348
0 -594 142
531 100 292
729 978 -47
424 -162 977
272 161 598
680 473 571
283 979 289
-444 -884 -623
726 559 618
779 -309 839
-806 -360 576
287 769 -121
642 699 688
-981 833 815
551 349 -771
-520 106 379
-861 948 -587
266 -558 -905
-609 -223 -432
565 -145 -793
-815 -27 -628
745 -99 246
-49 -786 294
-612 -77 327
426 -60 759
764 732 853
648 -233 232
-140 877 540
264 987 841
-510 -676 777
-337 -966 -249
576 332 -511
500 484 5
258 -711 429
-90 400 627
989 988 -434
105 636 28
691 156 724
259 412 900
-547 -165 301
597 169 -670
458 817 -768
28 -517 -454
-526 -257 -171
-239 -117 499
342 337 985
127 -458 -91
-561 715 404
-963 735 -483
916 581 868
-955 -896 -593
-154 488 -52
-714 456 -573
876 832 -850
792 402 -853
272 537 -916
-350 813 757
-976 567 -717
48 727 334
209 111 201
-591 -917 918
474 605 -669
