40

-2.392 3.14 0
0.588 1.608 0
0 -1.764 0

-1.164 1.028 0.1
1.624 3.952 0.1
0 -2.208 0.1

-0.612 2.16 0.2
0.376 2.856 0.2
0 -3.976 0.2

-3.584 3.488 0.3
0.824 2.268 0.3
0 -1.792 0.3

-1.792 1.744 0.3
0.412 1.134 0.3
0 -0.896 0.3

-3.668 0.64 0.4
2.956 1.64 0.4
0 -0.932 0.4

-2.456 3.324 0.5
2.152 3.048 0.5
0 -2.34 0.5

-3.472 3.504 0.6
3.764 2.504 0.6
0 -3.456 0.6

-1.74 0.072 0.7
1.54 2.116 0.7
0 -2.928 0.7

-2.176 3.92 0.8
3.824 0.408 0.8
0 -3.596 0.8

-1.088 1.96 0.8
1.912 0.204 0.8
0 -1.798 0.8

-2.528 3.264 0.9
3.668 2.892 0.9
0 -0.908 0.9

-3.312 0.772 1
1.332 2.872 1
0 -1.228 1

-1.608 2.108 1.1
0.584 1.376 1.1
0 -2.024 1.1

-0.756 3.764 1.2
2.928 3.708 1.2
0 -3.288 1.2

-0.378 1.882 1.2
1.464 1.854 1.2
0 -1.644 1.2

-2.636 2.872 1.3
0.592 2.46 1.3
0 -3.284 1.3

-1.488 3.22 1.4
3.456 2.564 1.4
0 -3.52 1.4

-0.572 0.24 1.5
3.956 3.312 1.5
0 -3.112 1.5

-0.392 0.724 1.6
0.704 2.384 1.6
0 -3.508 1.6

-3.832 1.672 1.7
2.492 0.172 1.7
0 -1.38 1.7

-0.844 1.424 1.8
3.468 1.44 1.8
0 -1.296 1.8

-3.04 0.192 1.9
3.38 2.496 1.9
0 -2.756 1.9

-1.68 3.328 2
0.548 1.636 2
0 -0.048 2

-0.84 1.664 2
0.274 0.818 2
0 -0.024 2

-0.228 0.44 2.1
1.796 0.932 2.1
0 -2.824 2.1

-3.66 2.656 2.2
0.384 3.56 2.2
0 -0.236 2.2

-0.156 1.084 2.3
2.008 3.628 2.3
0 -3.932 2.3

-0.078 0.542 2.3
1.004 1.814 2.3
0 -1.966 2.3

-3.788 2.972 2.4
3.496 0.58 2.4
0 -1.468 2.4

-1.894 1.486 2.4
1.748 0.29 2.4
0 -0.734 2.4

-0.888 0.556 2.5
0.396 1.44 2.5
0 -3.6 2.5

-0.444 0.278 2.5
0.198 0.72 2.5
0 -1.8 2.5

-2.512 3.832 2.6
0.884 1.716 2.6
0 -2.172 2.6

-1.256 1.916 2.6
0.442 0.858 2.6
0 -1.086 2.6

-0.428 1.836 2.7
3.776 2.22 2.7
0 -2.804 2.7

-2.804 2.964 2.8
2.504 2.224 2.8
0 0 2.8

-1.402 1.482 2.8
1.252 1.112 2.8
0 0 2.8

-1.528 3.788 2.9
1.408 2.436 2.9
0 -0.368 2.9

-3.504 2.668 3
2.252 3.904 3
0 -1.516 3
