100
 42  0  2.91667  0  0  0.518519  0  0  -1.16667  0  1.08995  0  0  0  0  -1.62037  0  0  0  0  0  1.94444  0  0  -1.16667  -0.648148  0  0  0  0  0  0  -4.5  0  0  0  0  -61.6905  -7.44067  0  -7.51042  0  41.127  0  -0.985185  0  -3.64583  0  0  -0.291667  0.169312  0  0  -5.83333  -0.26455  -0.0219479  -1.38272  -3.72034  -0.729167  8.75  0.312963  0.0881834  48.5  0  -1.89043  0  0  2.5  -0.531636  -0.520833  0  0  0  -1.8  1.85185  0  -4.3963  0  17.5  8.75  0  0.4375  -5.83333  0  0  0  -0.0987654  -1.82292  0  0  0  0  -17.5852  -0.714286  53.7756  1.10911  -1.5873  -0.126984  -1.62037  0 
 84  1  -0.604606  0  0  0  0.5625  -0.160714  0  0  -1.12169  0  0  0  0  0  0  2.66667  0.285714  0  0.0642857  -0.666667  0  0.285714  0  -0.3  0  0  -1.61452  0  0  -0.24  -9  0  4  0  0  34.7619  -17.9688  -0.160714  0  0  -23.1746  0  -2.12037  0  0  2.5  0  8.4375  0.338624  0  -0.790787  1.25  0.571429  -3.1689  -0.9375  -5.48438  0  -3  2.7  -0.190476  -26  0.0918367  0  -1.875  0.321429  3.125  0.395062  0  0  2.5  -1.60714  -3.6  -4  -0.9375  10  0  -3.62764  -3  0  0  2  0  0  0  -0.197531  0  0  0  0  0  41.5  -1.42857  -37.4464  -3.03968  2.50599  -0.253968  0  0 
 0  13.3333  -19.001  -1.14286  0  0  0  -6.46667  44.8  -6  31.3469  0  0  0  0  -64  0  -56  0  16  0  -14.9333  0  0  -8  -112  4.44444  0  -9.79592  0  0  -7  0  0  0  -22.4  0  -12.3619  -116.148  0  -1.33333  0  -1.71429  2.66667  4.70476  0  0  0  0  0  0  0  -4.798  0  -10.449  -7  0  -58.0741  0  8  0  3.48299  0  -1.86589  -68.4444  0  -6.53061  0  0  0  45.7143  0  22.4  0  73.1429  13.3333  -181.257  30.4  -164.406  0  0  0  0  0.666667  4.57143  44.8  0  0  -11.2  0  -4  -2.66667  -725.029  0  218.867  45.9828  -68.2915  0  -64  -0.666667 
 0  0  0  1  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  -1.2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  -0.857143  0  0  0  0  0  0.75  0.5  0  0  0  0  0  0  0  0 
 0  0  14.7901  0  1  -0.473469  0.166667  -0.047619  -5  0  -0.812162  0  0  0  -0.0357143  1.65816  0  0  0  -0.0267857  0.0190476  9.83333  0  0  1.19388  0.663265  3.33333  0  0.336224  0  0  -6  0  0  0  0  0  -238.44  2.42593  -0.047619  9.68559  0  160.071  2  -0.204665  0  3.73087  0  0  5  0  0  -0.0802166  -24.5  0.270721  0  1.26259  1.21296  0.746173  31.125  1.06122  -0.0902402  186.75  -0.0311953  6.60119  0  -0.109184  0  0.746173  0.532981  0.764286  0  0  0  -1.89504  10  4.49883  -16.3929  94.3656  31.125  0  -7.125  -20.75  0  3.42857  -5  0  1.86543  0  0  -3  -2  17.9953  0  181.408  -11.135  1.53074  -0.657143  1.65816  0 
 0  0  0.639161  0.026455  0  0.8125  0  0.618441  -1.23958  0.138889  1  0.125  0  -1.75  0  0  0.1875  0  0  0  0  0.413194  0  0  2.81019  0  -0.416667  0  -0.125397  0  0  0.726852  -0.185185  0  0  -7  0  8.35255  -0.372685  0  3.42593  0  -5.29291  -0.25  -4.50853  0  0  1.4  -0.1875  0  0.571429  0  -0.085034  0  0  0.0740741  -2.16667  -0.0925926  0  -0.738281  0.375  -0.25  -4.42969  0  -0.583333  0  0  0  0.666667  0  0  0  0  0  0  -1.25  -0.562037  -0.333333  5.22949  -0.738281  0  0  0.492188  0.123457  -0.428571  -1.23958  -0.395833  0  0  0  0.375  0.25  -2.24815  -11.825  -3.69109  -1.15192  -0.0992063  -1.55357  0  0.202932 
 0  0  5.93802  -0.0846561  0  0  1  -1.76473  0  -0.444444  0  2  0  0  0  0  0  0  0  0  0.114286  4  0  0  -0.592593  0  0  0  3.55556  0  0  0.0740741  -0.157407  0  0  0  0  -138.838  -5.90741  -0.285714  -0.962963  0  92.5587  0  0.101587  0  0  0  0  0  0  0  1.27211  -12  0  -0.518519  0  -1.4537  0  18  0  0  108  0  0  0  0  0  0  0  0  0  0  0  0  -1  0.118519  1.06667  35.6281  18  0  0  -12  0.00493827  0.333333  0  0  0  0  0  0  0  0.474074  -10  107.652  -0.0338624  0.31746  0  0  -0.449383 
 0  -2.13333  -6.55527  0  0  0  0  -37.4  0  0  -4.3298  0  0  0  0  10.24  0  0.933333  0  -2.56  0  0  0  0  0  17.92  -0.711111  0  26.7673  0  0  10.88  0  0  -1.6  0.8  0  0  21.3837  0  -0.426667  0  0  -0.426667  -0.533333  0  0  0  15.36  0  -9.6  0  16.3105  0  1.44327  46.6133  0  9.29185  0  -1.28  0  -0.481088  0  0.298542  10.9511  0  1.0449  0  -11.2  0  -7.31429  -34.56  0  0  -10.1029  -1.91111  25.2571  -5.56  -10.5316  0  0  0  0  0  -0.731429  0  15.36  0  0  0  0.64  -114.773  101.029  0  -39.4859  -6.41451  23.9552  0  10.24  -15.36 
 0  0  -8.33333  0  0  -1.03704  0  0  3.33333  0  -1.5873  0  0  0  0  3.24074  0  0  0  0  0  -5.55556  0  0  2.33333  1.2963  0  0  0  0  0  0  0  0  0  0  0  192.857  5.88134  0  15.0208  0  -128.571  0  -0.4  0  7.29167  0  0  0.833333  0  0  0  16.6667  0.529101  0  2.76543  2.94067  1.45833  -25  2.07407  -0.176367  -150  0  3.78086  0  0  0  1.45833  1.04167  0  0  0  0  -3.7037  0  8.79259  0  -50  -25  0  -1.25  16.6667  0  0  0  0  3.64583  0  0  0  0  35.1704  0  -160.551  -2.21822  3.1746  0  3.24074  0 
 0  0  0  0  0  0  0  0.8  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.33333  0  0  0  0  0  0  -0.166667  0  0  0  0  0  0  0  0  0.666667  0  0  0  -0.228571  0  0  0  0  0  0  0  0  0  0  1.16667  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  -0.266667  -2.4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  -1.06667  0  0.32  0.0761905  0  0  0  0 
